year,month,day,extended_event,country,region,province_state,city,vicinity_area,criteria_political,criteria_economic,criteria_religious,multiple_attacks,successful_attack,suicide_attack,primary_attack_type,primary_target_type,primary_target_subtype,target_nationality,secondary_target_type,group_name,individual_attack,attack_claimed,claim_mode,primary_weapon_type,secondary_weapon_type,secondary_weapon_subtype,num_killed,num_killed_us,num_killed_terrorists,num_wounded,num_wounded_us,num_wounded_terrorists,property_damage,property_extent_code,property_extent,property_value,hostage_incident,ransom_demanded,hostage_outcome_code,hostage_outcome,num_released,month_name
2013,9,30,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,September
2013,9,30,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
2013,9,30,0,Egypt,Middle East & North Africa,Minya,Abou Qorqas,0,1,1,1,0.0,0,0,Assassination,Religious Figures/Institutions,Religious Figure,Egypt,Unknown,Muslim extremists,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,September
2013,9,30,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
2013,9,30,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
2013,9,30,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
2013,10,1,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,2,0,Egypt,Middle East & North Africa,Port Said,Port Said,0,1,1,1,0.0,1,0,Armed Assault,Government (General),Government Building/Facility/Office,Egypt,Police,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,3,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,1,0.0,1,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,3,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,1.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,4,0,Egypt,Middle East & North Africa,Ismailia,Ismailia,1,1,1,0,0.0,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,6,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,7,0,Egypt,Middle East & North Africa,Ismailia,Ismailia,1,1,1,0,0.0,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,5.0,0.0,0.0,1.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,7,0,Egypt,Middle East & North Africa,South Sinai,Al-Tour,0,1,1,1,0.0,1,1,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Private Citizens & Property,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,6.0,0.0,1.0,40.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,7,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Armed Assault,Telecommunication,Internet Infrastructure,Egypt,Unknown,Al-Furqan Brigades,0,1.0,Video,Explosives,Firearms,Unknown Gun Type,0.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,7,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,0,0.0,0,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,7,0,Egypt,Middle East & North Africa,Port Said,Port Said,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Maritime,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,8,0,Egypt,Middle East & North Africa,Ismailia,Ismailia,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,9,0,Egypt,Middle East & North Africa,North Sinai,Hasna,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,9,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,9,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,9,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,0.0,0,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,9,0,Egypt,Middle East & North Africa,North Sinai,Arish,1,1,1,1,0.0,0,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,9,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,0,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,10,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,1,Bombing/Explosion,Military,Military Checkpoint,Egypt,Unknown,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,0.0,Unknown,Explosives,Unknown,Unknown,5.0,0.0,1.0,4.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,10,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,10,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,0,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,11,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,11,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,1,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,4.0,0.0,4.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,13,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,13,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,13,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,17,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,6.0,0.0,6.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,19,0,Egypt,Middle East & North Africa,Ismailia,Ismailia,0,1,1,0,1.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,0.0,0.0,0.0,6.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,19,0,Egypt,Middle East & North Africa,Ismailia,Ismailia,0,1,1,1,1.0,0,0,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,Egypt,Unknown,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,20,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Egypt,Unknown,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,0.0,Unknown,Firearms,Unknown,Unknown,4.0,0.0,0.0,17.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,20,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Firearms,Automatic or Semi-Automatic Rifle,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,22,0,Egypt,Middle East & North Africa,North Sinai,Rafah,1,1,1,1,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Firearms,Unknown Gun Type,2.0,0.0,0.0,5.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,23,0,Egypt,Middle East & North Africa,North Sinai,Tamada,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,23,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,0,0.0,0,0,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,24,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,24,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Police,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,25,0,Egypt,Middle East & North Africa,Al Sharqia,Unknown,0,1,1,0,1.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,25,0,Egypt,Middle East & North Africa,Al Sharqia,Unknown,0,1,1,1,1.0,1,0,Bombing/Explosion,Utilities,Gas,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,25,0,Egypt,Middle East & North Africa,Al Sharqia,Unknown,0,1,1,0,1.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,27,0,Egypt,Middle East & North Africa,North Sinai,Arish,1,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,28,0,Egypt,Middle East & North Africa,Dakahlia,Mansoura,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,10,30,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,0,0.0,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
2013,11,2,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Armed Assault,Journalists & Media,Radio Journalist/Staff/Facility,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,3,0,Egypt,Middle East & North Africa,North Sinai,Rafah,1,1,1,1,0.0,0,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,3.0,0.0,3.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,4,0,Egypt,Middle East & North Africa,Cairo,Ezz El-Din,0,1,1,1,0.0,1,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,5,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,4,0,Egypt,Middle East & North Africa,South Sinai,El-Tor,0,1,1,1,0.0,1,1,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,4.0,0.0,1.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,6,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,10,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,12,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,10,0,Egypt,Middle East & North Africa,Ismailia,Ismailia,1,1,1,0,0.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,14,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,7,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Telecommunication,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,17,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Assassination,Government (General),Intelligence,Egypt,Unknown,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,20,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,0,0.0,1,1,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,1.0,Video,Explosives,Unknown,Unknown,11.0,0.0,1.0,35.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,20,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,21,0,Egypt,Middle East & North Africa,Ismailia,Ismailia,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,22,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,24,0,Egypt,Middle East & North Africa,North Sinai,Arish,1,1,1,0,0.0,1,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,11,25,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,November
2013,12,2,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
2013,12,2,0,Egypt,Middle East & North Africa,Cairo,Cairo,1,1,1,1,0.0,0,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
2013,12,2,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
2013,12,4,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,0,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
2013,12,8,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,1.0,0,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
2013,12,8,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,1,1.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,1.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
